mkoa,wilaya,shule
Tabora,Sikonge DC,LANGWA
Tabora,Sikonge DC,MIBONO
Tabora,Sikonge DC,MKOLYE
Tabora,Sikonge DC,MOLE
Tabora,Sikonge DC,MPOMBWE
Tabora,Sikonge DC,MSUVA
Tabora,Sikonge DC,NGULU
Tabora,Sikonge DC,PANGALE
Tabora,Sikonge DC,TUTUO
Tabora,Sikonge DC,UGUNDA
Tabora,Sikonge DC,USUNGA
Tabora,Tabora MC,BOMBAMZINGA
Tabora,Tabora MC,CHANGA
Tabora,Tabora MC,CHEYO
Tabora,Tabora MC,FUNDIKIRA
Tabora,Tabora MC,IKOMWA
Tabora,Tabora MC,IPULI
Tabora,Tabora MC,ISEVYA
Tabora,Tabora MC,ITETEMIA
Tabora,Tabora MC,ITONJANDA
Tabora,Tabora MC,KALUNDE
Tabora,Tabora MC,KANYENYE
Tabora,Tabora MC,KARIAKOO
Tabora,Tabora MC,KAZE HILL
Tabora,Tabora MC,KAZIMA
Tabora,Tabora MC,LWANZALI
Tabora,Tabora MC,MILAMBO
Tabora,Tabora MC,MISHA
Tabora,Tabora MC,NDEVELWA
Tabora,Tabora MC,NKUMBA
Tabora,Tabora MC,NYAMWEZI
Tabora,Tabora MC,SIKANDA
Tabora,Tabora MC,TABORA BOYS
Tabora,Tabora MC,TABORA GIRLS
Tabora,Tabora UYUI DC,GOWEKO
Tabora,Tabora UYUI DC,IBIRI
Tabora,Tabora UYUI DC,IDETE
Tabora,Tabora UYUI DC,IGALULA
Tabora,Tabora UYUI DC,IKONGOLO
Tabora,Tabora UYUI DC,IMALAMPAKA
Tabora,Tabora UYUI DC,KIZENGI
Tabora,Tabora UYUI DC,LOLANGULU
Tabora,Tabora UYUI DC,LOYA
Tabora,Tabora UYUI DC,LUTENDE
Tabora,Tabora UYUI DC,MABAMA
Tabora,Tabora UYUI DC,MADAHA
Tabora,Tabora UYUI DC,MAKAZI
Tabora,Tabora UYUI DC,NDONO
Tabora,Tabora UYUI DC,SHITAGE
Tabora,Tabora UYUI DC,TURA
Tabora,Tabora UYUI DC,UPUGE
Tabora,Tabora UYUI DC,USAGARI
Tabora,Urambo DC,CHETU
Tabora,Urambo DC,IMALA
Tabora,Urambo DC,IMALAMAKOYE
Tabora,Urambo DC,KAPILULA
Tabora,Urambo DC,KILOLENI
Tabora,Urambo DC,MATWIGA
Tabora,Urambo DC,MUKANGWA
Tabora,Urambo DC,UGALLA
Tabora,Urambo DC,UKOMBOZI
Tabora,Urambo DC,UKONDAMOYO
Tabora,Urambo DC,URAMBO
Tabora,Urambo DC,USISYA
Tabora,Urambo DC,USOJI
Tabora,Urambo DC,USONGELANI
Tabora,Urambo DC,UYOGO
Tabora,Urambo DC,UYUMBU
Tabora,Urambo DC,VUMILIA
Tanga,Bumbuli DC,BAGA
Tanga,Bumbuli DC,BUMBULI
Tanga,Bumbuli DC,CHAI
Tanga,Bumbuli DC,FUNTA
Tanga,Bumbuli DC,JANUARY MAKAMBA
Tanga,Bumbuli DC,KIHITU
Tanga,Bumbuli DC,KIVILICHA
Tanga,Bumbuli DC,KIZANDA
Tanga,Bumbuli DC,KIZIMBA
Tanga,Bumbuli DC,KWALEI
Tanga,Bumbuli DC,KWAMONGO
Tanga,Bumbuli DC,KWEHANGALA
Tanga,Bumbuli DC,MAYO
Tanga,Bumbuli DC,MAZUMBAI
Tanga,Bumbuli DC,MBELEI
Tanga,Bumbuli DC,MBUZII
Tanga,Bumbuli DC,MGWASHI
Tanga,Bumbuli DC,MIBUKWE
Tanga,Bumbuli DC,MKAALIE
Tanga,Bumbuli DC,MMAKAMBA
Tanga,Bumbuli DC,MPONDE
Tanga,Bumbuli DC,MSAMAKA
Tanga,Bumbuli DC,SONI DAY
Tanga,Bumbuli DC,TAMOTA
Tanga,Bumbuli DC,VUGABAZO
Tanga,Bumbuli DC,WENA
Tanga,Handeni DC,CHOGO
Tanga,Handeni DC,KABUKU
Tanga,Handeni DC,KANGATA
Tanga,Handeni DC,KISAZA
Tanga,Handeni DC,KIVA
Tanga,Handeni DC,KOMSANGA
Tanga,Handeni DC,KWACHAGA
Tanga,Handeni DC,KWALUDEGE
Tanga,Handeni DC,KWALUGURU
Tanga,Handeni DC,KWAMATUKU
Tanga,Handeni DC,KWAMGWE
Tanga,Handeni DC,KWAMKONO
Tanga,Handeni DC,KWAMSISI
Tanga,Handeni DC,KWANKONJE
Tanga,Handeni DC,KWASUNGA
Tanga,Handeni DC,KWEDIZINGA
Tanga,Handeni DC,MANGA MPAKANI
Tanga,Handeni DC,MAZINGARA
Tanga,Handeni DC,MKATA
Tanga,Handeni DC,NDOLWA
Tanga,Handeni DC,PANGAMBILI
Tanga,Handeni DC,SEGERA
Tanga,Handeni DC,SINDENI
Tanga,Handeni TC,HANDENI
Tanga,Handeni TC,KILELENI
Tanga,Handeni TC,KIVESA
Tanga,Handeni TC,KOMNYANGANYO
Tanga,Handeni TC,KONJE
Tanga,Handeni TC,KWENJUGO
Tanga,Handeni TC,MISIMA
Tanga,Handeni TC,MSAJE
Tanga,Kilindi DC,JAILA
Tanga,Kilindi DC,KIBIRASHI
Tanga,Kilindi DC,KIKUNDE
Tanga,Kilindi DC,KILINDI ASILIA
Tanga,Kilindi DC,KILINDI GIRLS
Tanga,Kilindi DC,KIMBE
Tanga,Kilindi DC,KOMKALAKALA
Tanga,Kilindi DC,KWEDIBOMA
Tanga,Kilindi DC,KWEKIVU
Tanga,Kilindi DC,LWANDE
Tanga,Kilindi DC,MAFISA
Tanga,Kilindi DC,MASAGALU
Tanga,Kilindi DC,MBWEGO
Tanga,Kilindi DC,MGERA
Tanga,Kilindi DC,MKINDI
Tanga,Kilindi DC,MKUYU
Tanga,Kilindi DC,NEGERO
Tanga,Kilindi DC,NKAMA
Tanga,Kilindi DC,PAGWI
Tanga,Kilindi DC,SEUTA
Tanga,Kilindi DC,TUNGULI
Tanga,Kilindi DC,VIBAONI
Tanga,Korogwe DC,BUIKO
Tanga,Korogwe DC,BUNA
Tanga,Korogwe DC,BUNGU
Tanga,Korogwe DC,CHEKELEI
Tanga,Korogwe DC,DINDIRA
Tanga,Korogwe DC,HALE
Tanga,Korogwe DC,KIZARA
Tanga,Korogwe DC,KWAGUNDA
Tanga,Korogwe DC,KWASHEMSHI
Tanga,Korogwe DC,KWEMDIMU
Tanga,Korogwe DC,MADAGO
Tanga,Korogwe DC,MAFIHILLS
Tanga,Korogwe DC,MAGOMA
Tanga,Korogwe DC,MASHEWA
Tanga,Korogwe DC,MASHINDEI
Tanga,Korogwe DC,MAZINDE DAY
Tanga,Korogwe DC,MBAGHAI
Tanga,Korogwe DC,MFUNDIA
Tanga,Korogwe DC,MKALAMO
Tanga,Korogwe DC,MKOMAZI
Tanga,Korogwe DC,MLUNGUI
Tanga,Korogwe DC,MNYUZI
Tanga,Korogwe DC,MSWAHA
Tanga,Korogwe DC,MWISHO WA SHAMBA
Tanga,Korogwe DC,PATEMA
Tanga,Korogwe DC,SHEKILANGO
Tanga,Korogwe DC,VUGIRI
Tanga,Korogwe TC,JOEL BENDERA
Tanga,Korogwe TC,KILOLE
Tanga,Korogwe TC,KIMWERI
Tanga,Korogwe TC,KOROGWE GIRLS
Tanga,Korogwe TC,KWAMNDOLWA
Tanga,Korogwe TC,NGOMBEZI
Tanga,Korogwe TC,NYERERE MEMORIAL
Tanga,Korogwe TC,OLD KOROGWE
Tanga,Korogwe TC,SEMKIWA
Tanga,Lushoto DC,BALOZI MSHANGAMA
Tanga,Lushoto DC,BERNARD MEMBE
Tanga,Lushoto DC,CHAMBOGHO
Tanga,Lushoto DC,GARE
Tanga,Lushoto DC,GOLOGOLO
Tanga,Lushoto DC,HAMBALAWEI
Tanga,Lushoto DC,HEMTOYE
Tanga,Lushoto DC,KALUMELE
Tanga,Lushoto DC,KIRETI
Tanga,Lushoto DC,KISABA
Tanga,Lushoto DC,KITALA
Tanga,Lushoto DC,KITIVO
Tanga,Lushoto DC,KWAI
Tanga,Lushoto DC,KWEKANGA
Tanga,Lushoto DC,KWEMARAMBA
Tanga,Lushoto DC,KWEMASHAI
Tanga,Lushoto DC,KWEULASI
Tanga,Lushoto DC,LUKOZI
Tanga,Lushoto DC,LUNGUZA
Tanga,Lushoto DC,LUSHOTO
Tanga,Lushoto DC,MAGAMBA
Tanga,Lushoto DC,MAKOLE JUU
Tanga,Lushoto DC,MALIBWI
Tanga,Lushoto DC,MANOLO
Tanga,Lushoto DC,MARIAM MSHANGAMA
Tanga,Lushoto DC,MASANGE JUU
Tanga,Lushoto DC,MAVUMO
Tanga,Lushoto DC,MAZASHAI
Tanga,Lushoto DC,MBWEI
Tanga,Lushoto DC,MDANDO
Tanga,Lushoto DC,MIGAMBO
Tanga,Lushoto DC,MKUZI JUU
Tanga,Lushoto DC,MLONGWEMA
Tanga,Lushoto DC,MNAZI
Tanga,Lushoto DC,MSALE
Tanga,Lushoto DC,MTAE
Tanga,Lushoto DC,MTUMBI
Tanga,Lushoto DC,NDURUMO
Tanga,Lushoto DC,NGAZI
Tanga,Lushoto DC,NGULWI
Tanga,Lushoto DC,NGWELO
Tanga,Lushoto DC,NTAMBWE
Tanga,Lushoto DC,NYWELO
Tanga,Lushoto DC,PRINCE CLAUS
Tanga,Lushoto DC,RANGWI
Tanga,Lushoto DC,SHAGHAYU
Tanga,Lushoto DC,SHAMBALAI
Tanga,Lushoto DC,SHITA
Tanga,Lushoto DC,SHUME
Tanga,Lushoto DC,SUNGA
Tanga,Lushoto DC,UBIRI
Tanga,Lushoto DC,UMBA
Tanga,Lushoto DC,VITI
Tanga,Mkinga DC,BOSHA
Tanga,Mkinga DC,DALUNI
Tanga,Mkinga DC,DUGA
Tanga,Mkinga DC,GOMBERO
Tanga,Mkinga DC,KIGONGOI
Tanga,Mkinga DC,KWALE
Tanga,Mkinga DC,LANZONI
Tanga,Mkinga DC,MANZA
Tanga,Mkinga DC,MAPATANO
Tanga,Mkinga DC,MARAMBA
Tanga,Mkinga DC,MAVOVO
Tanga,Mkinga DC,MKINGALEO
Tanga,Mkinga DC,MTIMBWANI
Tanga,Mkinga DC,MWAKIJEMBE
Tanga,Mkinga DC,ZINGIBARI
Tanga,Muheza DC,BWEMBWERA
Tanga,Muheza DC,CHIEF MANGENYA
Tanga,Muheza DC,FURAHA
Tanga,Muheza DC,KERENGE
Tanga,Muheza DC,KICHEBA
Tanga,Muheza DC,KIGOMBE
Tanga,Muheza DC,KILULU
Tanga,Muheza DC,KWABUTU
Tanga,Muheza DC,KWAFUNGO
Tanga,Muheza DC,KWEMKABARA
Tanga,Muheza DC,MAGILA
Tanga,Muheza DC,MISALAI
Tanga,Muheza DC,MISOZWE
Tanga,Muheza DC,MKURUMUZI
Tanga,Muheza DC,MKUZI
Tanga,Muheza DC,MLINGA
Tanga,Muheza DC,MLINGANO
Tanga,Muheza DC,MTINDIRO
Tanga,Muheza DC,MUHEZA
Tanga,Muheza DC,NGOMENI
Tanga,Muheza DC,NKUMBA
Tanga,Muheza DC,POTWE
Tanga,Muheza DC,SHEBOMEZA
Tanga,Muheza DC,SONGA
Tanga,Muheza DC,ZIRAI
Tanga,Pangani DC,BUSHIRI
Tanga,Pangani DC,FUNGUNI
Tanga,Pangani DC,KILIMANGWIDO
Tanga,Pangani DC,KIPUMBWI
Tanga,Pangani DC,MKWAJA
Tanga,Pangani DC,MWERA
Tanga,Pangani DC,TONGANI
Tanga,Tanga CC,CHONGOLEANI
Tanga,Tanga CC,CHUMBAGENI
Tanga,Tanga CC,GALANOS
Tanga,Tanga CC,HORTEN
Tanga,Tanga CC,JAPAN
Tanga,Tanga CC,KIHERE
Tanga,Tanga CC,KIOMONI
Tanga,Tanga CC,KIRARE
Tanga,Tanga CC,MABOKWENI
Tanga,Tanga CC,MACECHU
Tanga,Tanga CC,MARUNGU
Tanga,Tanga CC,MAWENI
Tanga,Tanga CC,MIKANJUNI
Tanga,Tanga CC,MKWAKWANI
Tanga,Tanga CC,MNYANJANI
Tanga,Tanga CC,MSAMBWENI
Tanga,Tanga CC,MWAPACHU
Tanga,Tanga CC,NDAOYA
Tanga,Tanga CC,NGUVUMALI
Tanga,Tanga CC,OLD TANGA
Tanga,Tanga CC,PANDE MAGUBENI
Tanga,Tanga CC,PONGWE
Tanga,Tanga CC,TANGA TECHNICAL
Tanga,Tanga CC,TOLEDO
Tanga,Tanga CC,TONGONI
Tanga,Tanga CC,USAGARA
